Date,Open_T0,High_T0,Low_T0,Close_T0,AdjClose_T0,IncClose_T10,Increase,Volume_T0,Day,Month,Week,Open_S1,High_S1,Low_S1,Close_S1,AdjClose_S1,Volume_S1,Open_S2,High_S2,Low_S2,Close_S2,AdjClose_S2,Volume_S2,Open_S3,High_S3,Low_S3,Close_S3,AdjClose_S3,Volume_S3,Open_C1,High_C1,Low_C1,Close_C1,AdjClose_C1,Volume_C1,Open_C2,High_C2,Low_C2,Close_C2,AdjClose_C2,Volume_C2,Open_C3,High_C3,Low_C3,Close_C3,AdjClose_C3,Volume_C3
2017-10-23,673.203979,680.586975,672.346008,678.348999,649.492554,1.009213624,1,2854885,Tue,10,43,428.200012,430.75,420.950012,422.299988,422.299988,279220,601.5,607.950012,594.900024,604.049988,595.924866,930435,318.07901,323.256012,318.07901,321.625,296.522614,115153,254.600006,261.450012,253.350006,260.399994,247.195541,3983111,160.100006,161.850006,151.699997,157.800003,157.800003,9747030,59.349998,60,58.549999,59.200001,58.270641,2896710
2017-10-24,682.825989,693.877991,680.302002,685.302979,656.150757,1.010251331,1,4780968,Wed,10,43,422,428.799988,415,415.799988,415.799988,449579,604,611.450012,600.099976,606.049988,597.897888,538189,323.365997,330.855011,322.264008,328.73999,303.082275,208931,261,265.350006,257.899994,259.450012,246.293747,3594675,157.600006,163.800003,156.550003,161.899994,161.899994,6915565,59.5,61.75,59.400002,61.599998,60.632965,7176012
2017-10-25,687.922974,692.354004,675.96698,683.684021,654.600647,0.9976376026,0,3321910,Thu,10,43,420,424.25,415.399994,422,422,265084,610,613.25,589.349976,590.75,582.803772,1096069,330.415009,330.855011,323.761993,326.604004,301.113007,53453,261.950012,263,255.550003,259.649994,246.483566,4232416,164,166.399994,159.399994,165.399994,165.399994,6224569,62.049999,68.650002,60.799999,67,65.948196,23569491
2017-10-26,683.778992,698.164978,681.968994,694.736023,665.182556,1.016165365,1,5947582,Fri,10,43,420.549988,422.25,417.5,419.350006,419.350006,247939,587,598.549988,582.099976,584.650024,576.785767,1708870,325.458008,336.934998,323.608002,333.938995,307.875488,312049,259.649994,265,255,259.950012,246.768387,4756796,164.899994,169.5,162.75,168.149994,168.149994,10581514,67,78.150002,65.099998,76.949997,75.741989,56220145
2017-10-27,698.260986,700.02301,688.447998,692.448975,662.992737,0.9967080331,0,2914833,Mon,10,43,421,434,421,430.049988,430.049988,472018,586.099976,592.099976,583.599976,590.049988,582.113159,1201819,335.062012,335.127991,326.295013,328.123993,302.514343,91036,261.25,269.350006,260.549988,265.299988,251.847061,3095908,167.5,170.449997,165.149994,166.449997,166.449997,7456249,77,83.25,74.949997,79.949997,78.694893,70823661
2017-10-30,695.401978,700.260986,679.44397,684.302979,655.193298,0.9882359621,0,5297188,Tue,10,44,430,439.899994,428.75,435.799988,435.799988,443873,589.200012,622,589.200012,618.299988,609.983154,1375701,328.212006,332.572998,325.567993,326.559998,301.072449,68230,265.950012,269.649994,261.799988,263.850006,250.470596,4390979,167,168.850006,163.75,165.550003,165.550003,4758023,80.550003,81.599998,79.150002,79.849998,78.596466,20636166
2017-10-31,689.781006,695.307007,664.247986,670.536011,642.011902,0.9798817652,0,14217432,Wed,10,44,437.149994,438.5,427.149994,428.549988,428.549988,537759,624,639.5,621.299988,635.25,626.705139,1884635,326.846008,329.247009,321.670013,322.72699,297.538605,98885,261.899994,262.5,254.75,258.450012,245.344452,6701163,166.300003,166.850006,160.350006,163.100006,163.100006,6138854,79.849998,80.949997,76,78,76.775505,17455197
2017-11-01,679.825012,683.112,670.346008,673.870972,645.205078,1.004973575,1,5729489,Thu,11,44,430.049988,439.799988,428.799988,436.75,436.75,418931,640,643.150024,634.5,637.450012,628.87561,966894,325.391998,327.946991,320.721985,321.868011,296.746643,66090,265,266.850006,260.950012,264.75,251.324966,4308393,164.699997,166,161.199997,164.199997,164.199997,4344837,78.400002,83.300003,78.199997,81.349998,80.072914,24383128
2017-11-02,675.442993,675.442993,664.533997,672.72699,644.109741,0.9983023723,0,3341471,Fri,11,44,436.700012,440.299988,430,434.799988,434.799988,393648,635.049988,661.799988,635.049988,655.150024,646.337463,1680690,321.602997,324.687012,314.09201,316.911987,292.17746,113421,264.75,268.649994,262,266.200012,252.701462,1850517,161,164.600006,159.199997,163.100006,163.100006,7120347,80.849998,81.699997,79.050003,79.800003,78.547256,9323835
2017-11-03,674.538025,679.348999,670.393005,675.39502,646.664246,1.003965992,1,3450679,Mon,11,44,435.100006,448.5,432.899994,446.899994,446.899994,625153,664,668,652,659.75,650.87561,2416963,322.572998,323.894012,318.299011,321.64801,296.543823,195518,267,268.5,263.549988,266.600006,253.081177,1805553,163.199997,166.149994,162.100006,165.300003,165.300003,4265476,80.150002,87.5,79.5,86.900002,85.535789,40551954
2017-11-06,671.632019,682.112,666.249023,673.393982,644.748352,0.9970372331,0,4138419,Tue,11,45,448.049988,466.950012,443.649994,461.549988,461.549988,1122495,725.700012,824.650024,725.700012,783.700012,773.158325,21820434,322.044006,331.955994,320.721985,324.158997,298.858826,271205,264.399994,272,262.049988,268,254.410172,2518798,162.050003,164.5,161.350006,162.5,162.5,5023388,86.5,87.800003,83.5,84.050003,82.730537,32648963
2017-11-07,676.348022,679.44397,653.911011,660.437012,632.34259,0.9807587084,0,4678414,Wed,11,45,458,465.799988,447,451.899994,451.899994,692700,778,779.799988,748.5,753.799988,743.660522,5830428,330.855011,330.855011,310.127014,313.453003,288.988403,283026,269.049988,270.649994,260.5,264.049988,250.660431,2538762,164.550003,164.800003,158.100006,160.350006,160.350006,4809043,85.25,85.699997,77.699997,78.849998,77.61216,22828273
2017-11-08,662.343018,667.392029,651.718994,660.388977,632.296509,0.9999272679,0,3768639,Thu,11,45,451,455.5,431.5,438.700012,438.700012,790340,757.549988,761.450012,738.950012,743.299988,733.301758,2994196,314.994995,317.175995,310.634003,311.867004,287.526215,143036,265.350006,266.950012,260.149994,262.450012,249.141602,2332066,161,162.850006,156.300003,157.850006,157.850006,3514675,78.5,80.25,76.099998,76.849998,75.643562,15130700
2017-11-09,665.963013,671.72699,660.723022,670.155029,641.647217,1.014788333,1,2668169,Fri,11,45,443.5,451.25,426,440.299988,440.299988,3182360,740.200012,779.700012,740.200012,777.900024,767.436401,5216016,315.347992,318.959991,311.734985,316.404999,291.710022,73251,265,265,259.100006,264,250.612976,2293798,159.100006,165.899994,159.100006,164.300003,164.300003,5195970,78.199997,79.800003,76.599998,78.349998,77.12001,12745631
2017-11-10,667.487,675.203979,662.81897,669.059021,640.597778,0.9983645456,0,3036700,Mon,11,45,440.850006,440.850006,420.149994,422.649994,422.649994,2415046,769.150024,791.900024,766.599976,782.049988,771.530457,3225337,315.039001,318.959991,313.233002,316.647003,291.933136,62785,262.899994,274.5,260.100006,270.799988,257.068146,3062537,167,167.800003,160.199997,165.5,165.5,7467694,80.349998,83.5,78.150002,81.199997,79.92527,27075231
2017-11-13,670.25,671.155029,654.625,658.388977,630.381653,0.9840521633,0,3399127,Tue,11,46,427,428,416.100006,418.200012,418.200012,724312,780,790.549988,762.299988,765.099976,754.808472,1082635,317.197998,325.018005,315.192993,319.003998,294.106171,369704,270.799988,271.950012,262.049988,263.850006,250.470596,2186042,165,176.550003,162.550003,171.699997,171.699997,18259282,81.699997,81.949997,78.300003,78.800003,77.56295,11730493
2017-11-14,656.911987,662.247009,649.481018,653.101013,625.318604,0.9919683285,0,3874654,Wed,11,46,419.700012,422,411.25,414.549988,414.549988,516824,765,783.450012,757.650024,774.299988,763.884766,1514814,318.872009,321.846008,314.223999,315.458008,290.836945,255202,263.399994,267.25,263.149994,266.549988,253.033691,1464097,171,173.649994,169.550003,170.399994,170.399994,6257618,78.75,81.099998,78.099998,79.800003,78.547256,11020467
2017-11-15,646.90802,649.289978,637.619019,645.71698,618.248718,0.9886938883,0,4511242,Mon,11,46,413.950012,417.549988,407,408.600006,408.600006,732963,745,778.5,745,771.049988,760.678528,1512882,312.791992,318.07901,309.444,311.007996,286.734253,94302,264.100006,264.700012,253.75,255.449997,242.496552,3199737,168,169.5,159.100006,161.100006,161.100006,8033865,79.699997,79.699997,75.099998,75.800003,74.610046,9983153
2017-11-16,650.624023,656.911987,644.241028,653.911011,626.094177,1.012689818,1,2587807,Tue,11,46,410.100006,415.799988,410.100006,413.5,413.5,450604,771.200012,777.650024,765.900024,768.299988,757.965515,794968,310.721985,315.876007,310.54599,314.709015,290.146423,86830,258,259.75,253.100006,258.649994,245.534286,1768063,161.5,167.199997,159,165.850006,165.850006,6537874,76.300003,77.800003,74.900002,77.349998,76.135712,13503430
2017-11-17,661.198975,675.776001,661.198975,668.059021,639.64032,1.021635987,1,4233066,Wed,11,46,418.200012,423,417.049988,421.450012,421.450012,498829,778.400024,798,774.5,786.299988,775.723389,2404092,316.756989,319.401001,314.223999,315.54599,290.91806,55857,260.350006,267.799988,260.100006,266.600006,253.081177,2241746,166.199997,168.850006,163.300003,164.75,164.75,5811570,78,81,78,78.699997,77.464516,13877597
2017-11-20,664.914978,674.442017,657.531006,668.963989,640.506775,1.001354623,1,3452445,Thu,11,47,421.549988,425.350006,420.299988,422.399994,422.399994,350660,791.099976,793.400024,778,783.950012,773.405029,1244897,315.54599,327.330994,315.282013,326.184998,300.726685,187619,267.950012,267.950012,262.549988,265.950012,252.464127,1589735,164,174.949997,163.100006,173.949997,173.949997,13140327,78.449997,82.5,77.599998,81.449997,80.171349,20144777
2017-11-21,670.630981,684.541016,668.820984,677.729004,648.898987,1.013102372,1,3838742,Fri,11,47,425.399994,429.899994,422.700012,424.25,424.25,765624,789,819.450012,788.25,815.450012,804.481262,4969028,328.212006,330.282013,323.144989,324.356995,299.041382,202021,266.950012,270,265.799988,268.850006,255.217056,1814757,174.100006,175.800003,171.050003,172.699997,172.699997,4878698,81.949997,84.449997,80.300003,82.949997,81.647797,28328519
2017-11-22,679.72998,683.112,672.91803,677.442993,648.625122,0.9995779862,0,2384796,Mon,11,47,424.399994,432.950012,424.399994,428.25,428.25,775302,820,827,810.150024,813.150024,802.21228,4216518,322.044006,329.53299,321.602997,324.730988,299.386169,158546,270.200012,270.299988,265,268.549988,254.932251,1320466,173.600006,176.800003,169.649994,173.550003,173.550003,6480815,83.300003,83.300003,81.300003,81.650002,80.36821,9150647
2017-11-23,679.682007,682.635986,673.728027,679.015015,650.130249,1.002320523,1,3865833,Tue,11,47,428.899994,430.850006,422.850006,426.100006,426.100006,332187,815,820.5,794.450012,805.900024,795.059814,1689989,325.612,328.696014,322.329987,325.018005,299.650787,72332,269.299988,273.299988,265.549988,266.850006,253.318497,2649055,173.800003,177.300003,168.25,171.75,171.75,6943411,81.699997,83.5,81,82.25,80.958786,9971389
2017-11-24,678.395996,679.111023,670.012024,674.966003,646.25354,0.994036933,0,2020697,Wed,11,47,426,429.799988,424.049988,424.950012,424.950012,336043,806.950012,831.799988,796.75,829.299988,818.144958,2744733,326.009003,327.770996,325.127991,325.678986,300.260193,65459,267.899994,267.899994,263.299988,265.200012,251.752151,1325725,171.699997,173.899994,168.699997,172.850006,172.850006,3802315,82.400002,83.300003,81.550003,82.400002,81.106438,8680679
2017-11-27,675.48999,675.48999,666.010986,669.344971,640.871582,0.9916721257,0,1957932,Thu,11,48,422.200012,424.899994,418,421.149994,421.149994,389757,838.900024,838.900024,825.299988,832.599976,821.400574,3544024,326.009003,332.352997,325.105988,328.894989,303.225189,180712,263.5,265.399994,258.299988,258.899994,245.771606,3340622,173.25,173.899994,171.600006,172.75,172.75,2480639,82.099998,82.5,81.25,81.800003,80.515854,8833776
2017-11-28,668.630981,679.205994,664.200012,670.583984,642.057922,1.001851083,1,2670391,Fri,11,48,418.200012,422,414.799988,415.950012,415.950012,365354,832,833,815,818.099976,807.09552,1748906,329.90799,332.243011,326.053009,327.109985,301.579498,438068,259,261.299988,254.5,255.649994,242.686401,3948068,173,178.649994,171.649994,172.800003,172.800003,6531371,81.75,82.75,80.449997,80.800003,79.531555,15988588
2017-11-29,669.012024,677.395996,669.012024,675.776001,647.029053,1.007742531,1,3208490,Mon,11,48,415.950012,419.549988,412.100006,414.25,414.25,293079,820,828.450012,813,818.099976,807.09552,1660305,327.109985,329.027008,319.53299,321.493011,296.40094,110543,256.5,257.950012,254.5,255.25,242.306702,1852596,173,174.300003,170.649994,171.949997,171.949997,3049728,80.25,81,77.75,78.150002,76.923157,12334779
2017-11-30,671.679016,673.585022,657.388,661.34198,633.209045,0.9786408204,0,4188083,Tue,11,48,411.100006,412,402.950012,404.649994,404.649994,677811,812,822.900024,808.099976,818.900024,807.884888,2808579,320.282013,324.247009,316.427002,320.194,295.203278,119348,254.300003,257.350006,254,254.850006,241.926987,4677214,172.100006,177.300003,171,171.949997,171.949997,11448845,77.75,78.349998,76.550003,76.800003,75.594353,13066888
2017-12-01,662.057007,664.914978,645.002991,648.718018,621.12207,0.9809115974,0,4137426,Wed,12,48,409.100006,410.5,396.75,399.149994,399.149994,803276,821,825.700012,798.5,805.25,794.418518,1562677,320.721985,323.365997,312.35199,313.73999,289.253021,89901,257.700012,257.700012,249,252.050003,239.268967,3410360,173.449997,177.100006,165.199997,168.149994,168.149994,8851477,78.599998,81.25,77.900002,78.25,77.021584,22609615
2017-12-04,652.719971,660.151001,648.336975,655.291992,627.416443,1.010133793,1,2437580,Thu,12,49,408,411,402,403.399994,403.399994,577311,805.150024,813.849976,798,804.549988,793.727905,1291369,317.197998,318.07901,311.515015,314.399994,289.861511,89951,253.5,254.449997,249.600006,251.850006,239.079117,1309523,167.699997,170.600006,166.050003,169.25,169.25,4965176,78.900002,79.550003,77.25,77.699997,76.480217,7947261
2017-12-05,652.625,653.148987,639.286011,643.763977,616.378784,0.9824078195,0,3494304,Fri,12,49,404,405.899994,396.799988,402.350006,402.350006,638608,808.75,810,786.599976,792.599976,781.938599,1136767,312.791992,317.286011,312.373993,315.237,290.633179,68539,250.800003,251.350006,244.5,247.699997,235.139542,2253438,167,168.899994,162.399994,164.899994,164.899994,4601289,77.300003,78.699997,76.400002,78.25,77.021584,11077464
2017-12-06,635.474976,639.715027,629.473022,636.046997,608.990112,0.9880127185,0,4477705,Mon,12,49,405,405,395,397,397,417000,790.950012,795.349976,770,773.599976,763.194153,1742133,312.791992,315.876007,311.029999,312.35199,287.973328,286004,246,246.850006,241.149994,242.149994,229.870972,3872984,162.75,163,157.75,158.449997,158.449997,6322982,77.5,77.650002,75.5,75.949997,74.75769,7420428
2017-12-07,638.333984,657.388,638.333984,655.482971,627.599243,1.03055745,1,4221218,Tue,12,49,403,405.299988,397.200012,402.149994,402.149994,593359,775,807,773.599976,800.599976,789.830994,2085106,313.277008,318.519989,312.924988,317.022003,292.27887,65495,243,252,242.800003,250.850006,238.129822,1934627,158.199997,163.899994,158.100006,163.350006,163.350006,4492710,76.25,79.199997,76.199997,78.75,77.513733,7676266
2017-12-08,656.531006,680.111023,652.768005,664.820007,636.539063,1.014244513,1,7880729,Wed,12,49,406.75,413.700012,406.5,411.049988,411.049988,2497430,795.25,821.349976,795.25,810.950012,800.041809,2844071,319.135986,321.602997,316.778992,317.440002,292.664246,65018,252.5,257.350006,249.199997,252.449997,239.648682,2869536,164.199997,167.300003,164,165.199997,165.199997,5689726,81.150002,82.5,80.199997,81.699997,80.417419,19738386
2017-12-11,665.724976,673.156006,661.817993,666.487,638.135193,1.002507435,1,2316969,Mon,12,50,412,415.350006,409.299988,410.200012,410.200012,368376,813,824.950012,811,820.599976,809.561951,1788914,319.841003,325.744995,317.197998,324.864014,299.50882,166032,253.399994,253.5,248.649994,251.5,238.746857,2248099,166.699997,166.699997,162.600006,165.399994,165.399994,3388584,82.949997,82.949997,81.050003,81.300003,80.023705,9839421
2017-12-12,665.771973,674.632996,653.672974,657.244995,629.286316,0.9861332554,0,4177528,Tue,12,50,411,415.700012,405.549988,405.700012,405.700012,1407417,820.25,831.599976,814.200012,822.400024,811.337769,2325014,328.630005,329.312988,320.062012,321.251007,296.177795,206225,250.949997,254.850006,249,249.949997,237.275452,2208589,165.399994,167.649994,163.100006,163.649994,163.649994,3494882,81.150002,82.699997,79.949997,80.25,78.990189,9662865
2017-12-13,659.197998,660.388977,643.906982,648.671021,621.077087,0.9869546759,0,3843540,Wed,12,50,406.25,409.700012,400,401.850006,401.850006,409532,821.5,844.25,811.849976,818.950012,807.934143,3127944,320.347992,323.343994,312.286011,314.246002,289.719513,127140,252,253.199997,240.100006,244,231.627167,2393737,163.5,165.100006,160.199997,161.100006,161.100006,3291012,80.25,81.300003,78.099998,78.449997,77.218437,10628915
2017-12-14,652.625,656.197021,639.382019,653.338989,625.546509,1.007196202,1,3299844,Thu,12,50,403.350006,404.200012,398.549988,402.799988,402.799988,285975,820,828,805.099976,816.25,805.270447,3020320,315.26001,316.096985,312.35199,315.612,290.978912,88389,245,247.800003,237.600006,242.449997,230.155762,3263839,161.5,162.5,158.449997,161.800003,161.800003,3836624,78.800003,79.300003,75.900002,77.550003,76.332573,10712969
2017-12-15,663.10498,667.724976,658.388977,661.866028,633.710815,1.013051477,1,3315007,Fri,12,50,406.200012,409,404.049988,405.149994,405.149994,325973,826.25,836,818.5,832.849976,821.647217,2015120,318.057007,320.105988,316.316986,316.713013,291.993988,39128,248,252.350006,247.149994,250.899994,238.177261,3492426,163.600006,166.25,162.800003,164.949997,164.949997,3067107,79,79.5,77.900002,78.199997,76.972366,8849068
2017-12-18,656.531006,681.015991,642.143982,671.393005,642.83252,1.014394117,1,5346523,Mon,12,51,401.700012,409.600006,389.75,405.5,405.5,528293,830,846.349976,802,840.099976,828.799683,1698653,314.994995,319.401001,294.289001,316.778992,292.05484,97589,248,258.700012,243.399994,253.949997,241.072601,2938065,162.699997,177,160.75,175.949997,175.949997,11851043,76.5,80.800003,74.75,79.599998,78.350388,13514024
2017-12-19,675.48999,678.348999,671.869995,676.633972,647.850525,1.007806109,1,2136097,Tue,12,51,408.899994,420.399994,408,419.25,419.25,922779,845,871,843.099976,868.349976,856.669678,3308280,318.07901,321.602997,317.661011,320.391998,295.385834,82966,254.25,259,253,256.399994,243.398376,2145809,177,180.800003,174.649994,179.949997,179.949997,7335037,80.150002,83.5,79.75,83.199997,81.893875,18088874
2017-12-20,683.017029,683.017029,659.245972,669.583008,641.099487,0.9895793527,0,7754799,Wed,12,51,422,427.5,419.299988,421.950012,421.950012,710303,869.349976,872,861.299988,862.950012,851.342285,1105619,320.282013,325.54599,319.356995,322.463013,297.295227,163497,259.200012,264.5,256.649994,262.100006,248.809341,2462944,179,188.199997,177.75,185.100006,185.100006,12726348,83.5,85.650002,83,84.550003,83.222687,20527723
2017-12-21,669.583008,683.349976,667.867981,680.825989,651.864197,1.016791019,1,5039866,Thu,12,51,422.549988,426.100006,418.950012,420.25,420.25,330655,862.900024,866.450012,854.950012,858.450012,846.902893,897152,324.225006,326.428009,322.395996,323.674011,298.411682,72929,262.25,266,261.100006,265.299988,251.847061,1328407,185.100006,186.699997,182.699997,185.350006,185.350006,5487855,85,86.900002,84.900002,86.800003,85.437363,15037252
2017-12-22,682.921997,682.921997,673.679993,677.585999,648.762024,0.9952410894,0,3487678,Fri,12,51,421,425.950012,420.299988,421.899994,421.899994,352495,859,868.599976,853.900024,856.849976,845.324402,1381784,324.247009,328.212006,322.484985,323.872009,298.594238,140070,265.5,266.5,262.75,264.5,251.087631,1765864,185,189.050003,182.5,184.600006,184.600006,5422006,86.699997,87.650002,84.849998,85.449997,84.108551,10536115
2017-12-26,680.254028,690.734009,678.348999,687.541992,658.294556,1.014693328,1,6309645,Mon,12,52,422.100006,424.700012,421.299988,423.600006,423.600006,177365,857,863.900024,852.549988,854.799988,843.301941,1467917,324.401001,325.369995,321.602997,322.924988,297.72113,744483,264,268.600006,264,267.399994,253.840607,2428477,184.600006,194.899994,184.600006,192.649994,192.649994,11771413,86.199997,90.800003,86.199997,90.5,89.079277,27399707
2017-12-27,687.638,695.117004,683.969971,689.257019,659.936584,1.002494432,1,3790673,Tue,12,52,425,427.950012,420.350006,422.5,422.5,217274,856.400024,860.200012,842,849.049988,837.629333,735296,322.968994,328.783997,321.184998,324.510986,299.18335,197604,266.899994,269.399994,263.399994,265.450012,251.989517,1503466,195,197.449997,190.5,194.649994,194.649994,9372356,90.699997,93.150002,89.650002,91.099998,89.669853,22925546
2017-12-28,690.781982,704.549011,690.353027,701.452026,671.612793,1.017692975,1,12146744,Wed,12,52,424,424,416.25,418.399994,418.399994,222704,849.849976,856.349976,840.599976,851.700012,840.243652,980277,325.612,325.877014,321.427002,321.911987,296.787201,63377,266.700012,275.600006,266.149994,271.299988,257.542786,4716301,195.5,203.699997,194.899994,202.449997,202.449997,12794543,92.099998,93.400002,91.599998,92.75,91.293953,18685004
2017-12-29,703.119995,709.645996,695.497986,697.783997,668.10083,0.9947708056,0,2956226,Thu,12,52,418.5,432.5,417.399994,431.200012,431.200012,552476,854.5,863.75,851.400024,858.150024,846.606934,1245513,324.003998,324.46701,321.229004,321.977997,296.848053,43620,271.399994,273.799988,266,269.799988,256.118866,2003783,203.699997,206.75,201.100006,205.050003,205.050003,6035925,93.099998,93.75,91.550003,92.150002,90.703377,10816220
2018-01-01,697.880005,700.643005,685.494019,688.065979,658.796204,0.9860730283,0,1924920,Fri,1,1,432.200012,436.450012,422.850006,425.399994,425.399994,524326,857.700012,862.049988,851.049988,852.450012,840.983582,472607,322.484985,323.806,318.652008,319.863007,294.898132,33962,269.5,271.700012,264.350006,265.799988,252.321732,1261616,204.5,209.600006,203.600006,206.199997,206.199997,6556125,92.599998,94.800003,92.400002,92.699997,91.244736,11912572
2018-01-02,689.781006,696.689026,681.445007,694.830994,665.273499,1.009831928,1,2589692,Mon,1,1,429.700012,440.200012,422.100006,438.850006,438.850006,1316818,854.099976,858.450012,840.599976,845.150024,833.781799,1181949,320.325989,324.730988,314.643005,320.942993,295.893829,169546,267,268,261.700012,264.549988,251.135071,2277139,207,207.800003,199.75,203.399994,203.399994,6309495,93.400002,93.75,90,91.849998,90.408081,10713163
2018-01-03,697.403015,702.643005,696.689026,700.213989,670.427429,1.0077472,1,2765485,Tue,1,1,439.5,441.450012,432.25,433.200012,433.200012,526955,863.900024,869.400024,853,856.299988,844.781799,2606556,329.269012,337.81601,325.942993,333.234009,307.225525,628753,267.850006,272.25,266.350006,268.700012,255.074661,3279293,204.550003,222.449997,204.550003,219.550003,219.550003,21696089,91.800003,94.699997,91.599998,93.800003,92.327477,15846529
2018-01-04,701.690979,727.367004,697.403015,724.317993,693.506104,1.034423768,1,8483967,Wed,1,1,430,433,426.049988,429.700012,429.700012,430531,864.400024,897.450012,853.099976,892.900024,880.889526,3028931,333.058014,336.032013,330.855011,332.352997,306.4133,126829,270.75,281.899994,269.5,277.149994,263.096161,6281682,220.949997,252,217.100006,244.550003,244.550003,44549944,94.400002,98.599998,93.349998,97.900002,96.363106,23392017
2018-01-05,727.890991,740.18103,726.461975,734.273987,703.038574,1.013745336,1,7490216,Mon,1,1,432,436.299988,430.100006,430.799988,430.799988,358825,895,913.950012,893.5,909.700012,897.463501,4036882,333.631012,335.700989,329.973999,333.960999,307.895813,116215,279.25,289.899994,278.649994,285.100006,270.643036,8325201,243,249.300003,236.699997,239.050003,239.050003,22890636,98.099998,99,96.900002,97.400002,95.870956,19505394
2018-01-08,740.991028,741.085999,728.843994,732.416016,701.259644,0.9974696489,0,2712539,Tue,1,2,433.700012,436.399994,431.799988,433.700012,433.700012,377823,911,930,906.75,926.099976,913.642883,2112170,334.820007,339.885986,332.572998,338.014008,311.632477,202391,286.100006,289.5,283.100006,286,271.497437,2686737,246,270.600006,246,256.450012,256.450012,38180155,97.900002,101.449997,97.900002,98.800003,97.248978,15714606
2018-01-09,733.606995,743.94397,730.749023,735.799011,704.498718,1.004618953,1,3356423,Wed,1,2,434.75,443.549988,433.350006,436.549988,436.549988,611751,925,938.5,917.25,932.950012,920.400757,2419079,338.785004,343.389008,335.744995,336.912994,310.617401,173019,286.25,289.5,281,284,269.598816,2281715,258.049988,259,247.100006,248.75,248.75,14644189,99.550003,99.900002,97.5,97.949997,96.412315,10358156
2018-01-10,734.797974,740.276001,726.843018,736.322998,705.000427,1.000712133,1,3139254,Thu,1,2,438.850006,439.399994,431.5,432.5,432.5,308664,932.5,935.400024,911.900024,917.599976,905.257202,1605433,337.484985,339.071014,334.158997,336.119995,309.886292,68879,283.200012,285,278.450012,282.799988,268.459656,2748652,253,269,248.100006,262.399994,262.399994,23437832,98.5,99.349998,96.599998,98.449997,96.904472,9336838
2018-01-11,736.322998,741.133972,732.034973,734.512024,703.266479,0.9975405169,0,2030757,Fri,1,2,432.549988,437.5,432.549988,434.450012,434.450012,199587,916.900024,917.700012,903.299988,906.900024,894.701111,1597329,336.141998,344.160004,336.141998,339.622009,313.11496,169557,283.700012,285.75,282,282.549988,268.222351,1757575,262,274.299988,255.600006,267.350006,267.350006,31832278,98.400002,99.25,97.849998,98.5,96.95369,7042701
2018-01-12,734.75,740.085999,724.127991,733.844971,702.627808,0.999091842,0,2277586,Mon,1,2,438.299988,440.899994,432.149994,436.149994,436.149994,338549,906,917.400024,892.450012,903.799988,891.642883,1874518,339.665985,343.169006,333.058014,336.735992,310.454224,78356,283.100006,289.75,282.75,286.799988,272.256836,5118636,266.799988,271.799988,261.149994,264.850006,264.850006,17089451,98.599998,99.699997,97.650002,98.650002,97.101334,9484352
2018-01-15,735.513,755.52002,734.559998,746.468994,714.714783,1.017202575,1,4378611,Tue,1,3,438.700012,439.899994,430.299988,431.75,431.75,221532,909,921.900024,897.700012,918.25,905.898499,2195562,339.687988,343.696991,331.009003,336.979004,310.678253,129170,287.600006,292.899994,283.75,285,270.548157,3602106,267.049988,275.850006,263.950012,267.299988,267.299988,18728962,99.150002,101.099998,98.650002,100.349998,98.774643,18763230
2018-01-16,745.755005,745.755005,724.174988,729.557983,698.523193,0.977345327,0,2929800,Wed,1,3,432,435.299988,420,421.799988,421.799988,437771,927,927.5,882.599976,889.400024,877.436584,2383484,337.68399,338.631012,324.774994,325.964996,300.523865,168300,286.399994,287.399994,276.299988,281.200012,266.940826,3107547,268.25,273.700012,257.600006,270.700012,270.700012,18387871,100.449997,100.650002,92.5,94.300003,92.819626,18073465
2018-01-17,731.702026,741.18103,721.221985,737.41803,706.048889,1.010773711,1,3136407,Thu,1,3,422.850006,425,410.799988,422.75,422.75,2714535,892.799988,895.549988,862.5,893.099976,881.086792,2553841,326.93399,330.942993,316.800995,330.149994,304.382233,113439,282.100006,287,279.5,285.049988,270.595581,3574084,268,273.399994,262,269.700012,269.700012,15100692,94.550003,97.050003,91.349998,96.5,94.985085,11888951
2018-01-18,738.370972,742.992004,710.932007,716.219971,685.752502,0.9712536741,0,4845845,Fri,1,3,422.350006,427.75,414.799988,418.799988,418.799988,439932,897.75,903.599976,875,885.849976,873.934326,1285534,330.480988,333.432007,316.053009,321.009003,295.954712,188863,285.799988,289,275.350006,279.799988,265.611816,8128594,271.049988,273.100006,261,264.350006,264.350006,12623614,96.849998,97.449997,91.650002,92.300003,90.851021,16245856
2018-01-19,716.934021,725.984985,707.406982,717.411011,686.892944,1.001662953,1,3377609,Mon,1,3,419.75,421.899994,415.200012,418.950012,418.950012,239133,879.099976,897.549988,879.099976,891.450012,879.458984,1483177,322.044006,323.563995,316.338989,319.730988,294.776428,68627,281.100006,283.100006,273.049988,282.100006,267.795197,3291487,263.049988,265.399994,250.25,264.149994,264.149994,16084560,91.900002,94.150002,90.900002,93.300003,91.83532,12912880
